Title,Description,Author,Rating,Num Ratings,Price,Language,Length,Cover Image,URL
Citybound,"A Slice of Life, Progression Fantasy (Millennial Mage, Book 9)",J.L. Mullins,5 out of 5 stars,18 ratings,$24.95,"Language:
                                      English",19 hrs and 21 mins,https://m.media-amazon.com/images/I/41v4ko2SfoL._SL500_.jpg,https://www.audible.com/pd/Citybound-Audiobook/B0F6DFWLXS?qid=1746651092&sr=1-146&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_46
The Night Prince,"The Wolf King, Book 2",Lauren Palphreyman,,Not rated yet,$20.24,"Language:
                                      English",12 hrs,https://m.media-amazon.com/images/I/51kh3MuvIbL._SL500_.jpg,https://www.audible.com/pd/The-Night-Prince-Audiobook/B0DW29ZDSN?qid=1746651092&sr=1-148&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_48
Waved Away,"A Future Long Ago, Book 2",Will Nesbitt,5 out of 5 stars,7 ratings,$14.95,"Language:
                                      English",4 hrs and 37 mins,https://m.media-amazon.com/images/I/51d1dPscqdL._SL500_.jpg,https://www.audible.com/pd/Waved-Away-Audiobook/B0F3BCKYBQ?qid=1746651093&sr=1-151&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_1
The Eye of the Bedlam Bride,"Dungeon Crawler Carl, Book 6",Matt Dinniman,5 out of 5 stars,"11,226 ratings",$39.95,"Language:
                                      English",26 hrs and 46 mins,https://m.media-amazon.com/images/I/51qfZAq2J4L._SL500_.jpg,https://www.audible.com/pd/The-Eye-of-the-Bedlam-Bride-Audiobook/B0CDXWSS5D?qid=1746651093&sr=1-155&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_5
The Two Towers,"Lord of the Rings, Book 2",J. R. R. Tolkien,5 out of 5 stars,"13,503 ratings",$25.79,"Language:
                                      English",20 hrs and 46 mins,https://m.media-amazon.com/images/I/51EgIMxu00L._SL500_.jpg,https://www.audible.com/pd/The-Two-Towers-Audiobook/1705047580?qid=1746651093&sr=1-156&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_6
Crescent Kingdom,"The Wolves of Crescent Creek, Book 1",Tessa Hale,5 out of 5 stars,121 ratings,$19.95,"Language:
                                      English",6 hrs and 29 mins,https://m.media-amazon.com/images/I/510egEibTVL._SL500_.jpg,https://www.audible.com/pd/Crescent-Kingdom-Audiobook/B0F2TQXXN9?qid=1746651093&sr=1-157&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_7
Heaven's River,"Bobiverse, Book 4",Dennis E. Taylor,5 out of 5 stars,"41,394 ratings",$39.95,"Language:
                                      English",16 hrs and 57 mins,https://m.media-amazon.com/images/I/514MNgIFiSL._SL500_.jpg,https://www.audible.com/pd/Heavens-River-Audiobook/B088C4DBYP?qid=1746651093&sr=1-158&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_8
Iron Flame,"Empyrean, Book 2",Rebecca Yarros,5 out of 5 stars,"40,403 ratings",$30.09,"Language:
                                      English",28 hrs and 16 mins,https://m.media-amazon.com/images/I/61ECOUEnoTL._SL500_.jpg,https://www.audible.com/pd/Iron-Flame-Audiobook/B0C9V5SLQQ?qid=1746651093&sr=1-159&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_9
Hunter Ascended,"Star Scrapper, Book 10",J.N. Chaney,,Not rated yet,$19.95,"Language:
                                      English",7 hrs and 41 mins,https://m.media-amazon.com/images/I/51bkWJQRt7L._SL500_.jpg,https://www.audible.com/pd/Hunter-Ascended-Audiobook/B0F63QB6LC?qid=1746651093&sr=1-160&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_10
The Gate of the Feral Gods,"Dungeon Crawler Carl, Book 4",Matt Dinniman,5 out of 5 stars,"16,834 ratings",$29.95,"Language:
                                      English",18 hrs and 3 mins,https://m.media-amazon.com/images/I/51rmyTTWPsL._SL500_.jpg,https://www.audible.com/pd/The-Gate-of-the-Feral-Gods-Audiobook/B09GCYRZRQ?qid=1746651093&sr=1-163&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_13
The Succubi,"Underworld, Book 8",Apollos Thorne,5 out of 5 stars,114 ratings,$33.90,"Language:
                                      English",14 hrs and 28 mins,https://m.media-amazon.com/images/I/51VdZ8dAmZL._SL500_.jpg,https://www.audible.com/pd/The-Succubi-Audiobook/B0F1ZGJ516?qid=1746651093&sr=1-164&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_14
House of Earth and Blood,"Crescent City, Book 1",Sarah J. Maas,5 out of 5 stars,"38,248 ratings",$49.95,"Language:
                                      English",27 hrs and 50 mins,https://m.media-amazon.com/images/I/61ulpSkaMmL._SL500_.jpg,https://www.audible.com/pd/House-of-Earth-and-Blood-Audiobook/B082YHZPTY?qid=1746651093&sr=1-165&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_15
Dark Fate of the Dead,"Pandore, Book 3",DA Rasmussen,2 out of 5 stars,1 rating,$6.95,"Language:
                                      English",1 hr and 23 mins,https://m.media-amazon.com/images/I/51g1gkfFyyL._SL500_.jpg,https://www.audible.com/pd/Dark-Fate-of-the-Dead-Audiobook/B0F7JVTZCF?qid=1746651093&sr=1-166&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_16
Phantasma,"Spiel um dein Leben, fürchte die Liebe",Kaylie Smith,,Not rated yet,$24.64,"Language:
                                      German",14 hrs and 4 mins,https://m.media-amazon.com/images/I/61GkDZfPrgL._SL500_.jpg,https://www.audible.com/pd/Phantasma-Audiobook/B0F2GWGZHT?qid=1746651093&sr=1-167&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_17
The Butcher's Masquerade,"Dungeon Crawler Carl, Book 5",Matt Dinniman,5 out of 5 stars,"18,459 ratings",$34.95,"Language:
                                      English",23 hrs and 33 mins,https://m.media-amazon.com/images/I/51kOQeaXbAL._SL500_.jpg,https://www.audible.com/pd/The-Butchers-Masquerade-Audiobook/B09ZJ82C7Y?qid=1746651093&sr=1-168&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_18
Crossroads of the Apocalypse,"A Duck & Cover Adventure, Book 5",Benjamin Wallace,,Not rated yet,$33.90,"Language:
                                      English",8 hrs and 30 mins,https://m.media-amazon.com/images/I/51XiAIM38KL._SL500_.jpg,https://www.audible.com/pd/Crossroads-of-the-Apocalypse-Audiobook/B0F5RYZT97?qid=1746651093&sr=1-169&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_19
Rhythm of War,Book Four of the Stormlight Archive,Brandon Sanderson,5 out of 5 stars,"40,206 ratings",$41.24,"Language:
                                      English",57 hrs and 26 mins,https://m.media-amazon.com/images/I/51+MGwgwVsL._SL500_.jpg,https://www.audible.com/pd/Rhythm-of-War-Audiobook/1250759781?qid=1746651093&sr=1-171&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_21
Star Wars: Trials of the Jedi (The High Republic),"Star Wars: The High Republic, Book 6",Charles Soule,,Not rated yet,$22.50,"Language:
                                      English",12 hrs,https://m.media-amazon.com/images/I/51FkJaexUrL._SL500_.jpg,https://www.audible.com/pd/Star-Wars-Trials-of-the-Jedi-The-High-Republic-Audiobook/B0DJHDGC6V?qid=1746651093&sr=1-172&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_22
Golden Son,Book II of the Red Rising Trilogy,Pierce Brown,5 out of 5 stars,"52,682 ratings",$25.79,"Language:
                                      English",19 hrs and 3 mins,https://m.media-amazon.com/images/I/514G5+-hXEL._SL500_.jpg,https://www.audible.com/pd/Golden-Son-Audiobook/B00R6S1RCY?qid=1746651093&sr=1-173&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_23
House of Sky and Breath,"Crescent City, Book 2",Sarah J. Maas,5 out of 5 stars,"27,256 ratings",$49.95,"Language:
                                      English",27 hrs and 42 mins,https://m.media-amazon.com/images/I/615X8EMvA4L._SL500_.jpg,https://www.audible.com/pd/House-of-Sky-and-Breath-Audiobook/B09MZPZ1WG?qid=1746651093&sr=1-174&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_24
The Fellowship of the Ring,Book One in The Lord of the Rings Trilogy,J. R. R. Tolkien,5 out of 5 stars,"66,602 ratings",$25.79,"Language:
                                      English",19 hrs and 7 mins,https://m.media-amazon.com/images/I/51eVNlqfveL._SL500_.jpg,https://www.audible.com/pd/The-Fellowship-of-the-Ring-Audiobook/B0099RKRTY?qid=1746651093&sr=1-175&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_25
Morning Star,Book III of the Red Rising Trilogy,Pierce Brown,5 out of 5 stars,"51,134 ratings",$25.79,"Language:
                                      English",21 hrs and 50 mins,https://m.media-amazon.com/images/I/41uGVHtH2pL._SL500_.jpg,https://www.audible.com/pd/Morning-Star-Audiobook/B019NMZ6FE?qid=1746651093&sr=1-176&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_26
Marauder,"Tower, Book 8",Seth Ring,,Not rated yet,$23.18,"Language:
                                      English",13 hrs and 30 mins,https://m.media-amazon.com/images/I/41CzuO6y0tL._SL500_.jpg,https://www.audible.com/pd/Marauder-Audiobook/B0DXQF7V5L?qid=1746651093&sr=1-177&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_27
Fourth Wing (Part 2 of 2) (Dramatized Adaptation),"The Empyrean, Book 1",Rebecca Yarros,5 out of 5 stars,"2,279 ratings",$21.49,"Language:
                                      English",9 hrs and 22 mins,https://m.media-amazon.com/images/I/61gD1HYTRmL._SL500_.jpg,https://www.audible.com/pd/Fourth-Wing-Part-2-of-2-Dramatized-Adaptation-Audiobook/B0CQQ6ZV5J?qid=1746651093&sr=1-180&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_30
The Lifetree,A LitRPG Adventure,Hans Ohlsen,5 out of 5 stars,12 ratings,$48.99,"Language:
                                      English",17 hrs and 13 mins,https://m.media-amazon.com/images/I/51L3RBQdwwL._SL500_.jpg,https://www.audible.com/pd/The-Lifetree-Audiobook/B0F6YY4QK2?qid=1746651093&sr=1-181&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_31
Inked in Ashes,"A Twisted Fairy Tale Retelling (Inkbound, Book 1)",Shannon Mayer,,Not rated yet,$20.24,"Language:
                                      English",11 hrs and 35 mins,https://m.media-amazon.com/images/I/51WPv0gMjmL._SL500_.jpg,https://www.audible.com/pd/Inked-in-Ashes-Audiobook/B0F4TFMJP3?qid=1746651093&sr=1-182&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_32
Fourth Wing (Part 1 of 2) (Dramatized Adaptation),"The Empyrean, Book 1",Rebecca Yarros,5 out of 5 stars,"2,939 ratings",$17.19,"Language:
                                      English",7 hrs and 52 mins,https://m.media-amazon.com/images/I/61i95pK0DoL._SL500_.jpg,https://www.audible.com/pd/Fourth-Wing-Part-1-of-2-Dramatized-Adaptation-Audiobook/B0CKS42KQH?qid=1746651093&sr=1-185&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_35
Metal Slinger,"Fire & Metal, Book 1",Rachel Schneider,,Not rated yet,$33.90,"Language:
                                      English",13 hrs and 29 mins,https://m.media-amazon.com/images/I/51vFkchATaL._SL500_.jpg,https://www.audible.com/pd/Metal-Slinger-Audiobook/B0DP3DPZW7?qid=1746651093&sr=1-186&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_36
Words That Hurt You: Mission 14,"Black Ocean: Passage of Time, Book 14",J.S. Morin,5 out of 5 stars,2 ratings,$14.95,"Language:
                                      English",4 hrs and 22 mins,https://m.media-amazon.com/images/I/51W22BYwccL._SL500_.jpg,https://www.audible.com/pd/Words-That-Hurt-You-Mission-14-Audiobook/B0F1DPT1D1?qid=1746651093&sr=1-188&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_38
Iron Flame (Part 2 of 2) (Dramatized Adaptation),"The Empyrean, Book 2",Rebecca Yarros,5 out of 5 stars,"1,471 ratings",,"Language:
                                      English",9 hrs and 27 mins,https://m.media-amazon.com/images/I/61blz4RknUL._SL500_.jpg,https://www.audible.com/pd/Iron-Flame-Part-2-of-2-Dramatized-Adaptation-Audiobook/B0D3R3MTLM?qid=1746651093&sr=1-189&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_39
Syl: Osmosis,"A Monster Evolution LitRPG Adventure! (Syl, Book 2)",Lunadea,5 out of 5 stars,77 ratings,$49.90,"Language:
                                      English",16 hrs,https://m.media-amazon.com/images/I/51YeTclADnL._SL500_.jpg,https://www.audible.com/pd/Syl-Osmosis-Audiobook/B0F4Y2VM2M?qid=1746651093&sr=1-190&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_40
Iron Flame (Part 1 of 2) (Dramatized Adaptation),"The Empyrean, Book 2",Rebecca Yarros,5 out of 5 stars,"1,739 ratings",$27.51,"Language:
                                      English",11 hrs and 38 mins,https://m.media-amazon.com/images/I/61oIkRRGSdL._SL500_.jpg,https://www.audible.com/pd/Iron-Flame-Part-1-of-2-Dramatized-Adaptation-Audiobook/B0CYJN13ZH?qid=1746651093&sr=1-191&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_41
Crown of Midnight,"Throne of Glass, Book 2",Sarah J. Maas,5 out of 5 stars,"19,957 ratings",$25.00,"Language:
                                      English",12 hrs and 43 mins,https://m.media-amazon.com/images/I/41ce0C8nxoL._SL500_.jpg,https://www.audible.com/pd/Crown-of-Midnight-Audiobook/1547607556?qid=1746651093&sr=1-192&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_42
Katabasis,A Novel,R. F. Kuang,,Not rated yet,$25.19,"Language:
                                      English",12 hrs,https://m.media-amazon.com/images/I/51IZq3OFz0L._SL500_.jpg,https://www.audible.com/pd/Katabasis-Audiobook/B0DPJH7WXZ?qid=1746651093&sr=1-193&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_43
Kane Unchained,"Wolfwere Series, Book 4",Dick Wybrow,,Not rated yet,$33.90,"Language:
                                      English",10 hrs and 49 mins,https://m.media-amazon.com/images/I/51b64V-0AjL._SL500_.jpg,https://www.audible.com/pd/Kane-Unchained-Audiobook/B0F46PZXJC?qid=1746651093&sr=1-195&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_45
The Devils,"The Devils, Book 1",Joe Abercrombie,,Not rated yet,$21.78,"Language:
                                      English",25 hrs and 7 mins,https://m.media-amazon.com/images/I/51awzRd0uOL._SL500_.jpg,https://www.audible.com/pd/The-Devils-Audiobook/B0CXY69BBB?qid=1746651093&sr=1-197&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_47
The Scarlet Wolf: A Blood Magic Lycanthrope LitRPG,"Wolf of the Blood Moon, Book 1",Shane Purdy,5 out of 5 stars,80 ratings,$49.90,"Language:
                                      English",17 hrs and 47 mins,https://m.media-amazon.com/images/I/51XztoIzMtL._SL500_.jpg,https://www.audible.com/pd/The-Scarlet-Wolf-A-Blood-Magic-Lycanthrope-LitRPG-Audiobook/B0F35D5W41?qid=1746651093&sr=1-199&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_49
Batman: Revolution,"Batman, Book 2",John Jackson Miller,,Not rated yet,$24.30,"Language:
                                      English",15 hrs,https://m.media-amazon.com/images/I/518n5zvuVxL._SL500_.jpg,https://www.audible.com/pd/Batman-Revolution-Audiobook/B0DY96LY1Y?qid=1746651093&sr=1-200&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SWWKYF08WXEERDRHA4MJ&plink=VDJhT846fkWM4qDa&pageLoadId=elyuej4jqOuWCAuN&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_50
My Best Friend Is an Eldritch Horror: Books 1-6,A LitRPG Adventure,Actus,4.5 out of 5 stars,654 ratings,$29.95,"Language:
                                      English",70 hrs and 48 mins,https://m.media-amazon.com/images/I/61xLALi64XL._SL500_.jpg,https://www.audible.com/pd/My-Best-Friend-Is-an-Eldritch-Horror-Books-1-6-Audiobook/B0D9WK2ZCG?qid=1746651095&sr=1-201&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_1
Chilling Reflections,"Villains' Code, Book 3",Drew Hayes,,Not rated yet,$31.49,"Language:
                                      English",34 hrs,https://m.media-amazon.com/images/I/41pmW59QnIL._SL500_.jpg,https://www.audible.com/pd/Chilling-Reflections-Audiobook/B0DDMZ53XM?qid=1746651095&sr=1-202&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_2
Emerita Divided,"Luck's Voice, Book 8",Daniel Schinhofen,5 out of 5 stars,69 ratings,$24.95,"Language:
                                      English",10 hrs and 23 mins,https://m.media-amazon.com/images/I/51gAamGTYdL._SL500_.jpg,https://www.audible.com/pd/Emerita-Divided-Audiobook/B0F5JG83PK?qid=1746651095&sr=1-204&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_4
